sq_candidato,Position,Candidate,Party,sum_votes,count_local,min_abs_votes,max_abs_votes,min_prop_votes,max_prop_votes
190002022922,Councilman/Councilwoman,KARLA DE LUCAS DA RÁDIO - 55551 (PSD),55 - PSD,7026,1275,1,94,0.02,6.32
190002022923,Councilman/Councilwoman,CHRIS NERI - 55533 (PSD),55 - PSD,2620,951,1,18,0.02,1.23
190002022924,Councilman/Councilwoman,DR BRUNO CHAGAS - 55700 (PSD),55 - PSD,5921,979,1,392,0.01,10.19
190002022925,Councilman/Councilwoman,DOUTOR AZULAY - 55969 (PSD),55 - PSD,2289,642,1,43,0.01,1.3
190002022926,Councilman/Councilwoman,PASTOR DEANGELES PERCY - 55318 (PSD),55 - PSD,17802,1017,1,158,0.02,4.56
190002022927,Councilman/Councilwoman,FLÁVIO VALLE - 55021 (PSD),55 - PSD,18613,1141,1,351,0.02,11.61
190002022928,Councilman/Councilwoman,JONES MOURA - 55111 (PSD),55 - PSD,6083,1171,1,81,0.02,4.22
190002022929,Councilman/Councilwoman,CAROL GUEDES - 55121 (PSD),55 - PSD,4406,1118,1,41,0.01,1.77
190002022930,Councilman/Councilwoman,EDNA GOMES - 55433 (PSD),55 - PSD,1390,280,1,226,0.02,4.91
190002022931,Councilman/Councilwoman,ÁTILA NUNES - 55055 (PSD),55 - PSD,19191,1399,1,135,0.02,8.0
190002022932,Councilman/Councilwoman,LUCIANO MEDEIROS - 55181 (PSD),55 - PSD,10576,639,1,544,0.01,20.86
190002022933,Councilman/Councilwoman,DIEGO VAZ - 55001 (PSD),55 - PSD,27226,1355,1,386,0.02,16.29
190002022934,Councilman/Councilwoman,ZICO - 55012 (PSD),55 - PSD,23319,973,1,1183,0.01,48.17
190002022935,Councilman/Councilwoman,ELIS ALMEIDA - 55010 (PSD),55 - PSD,1352,633,1,26,0.02,0.77
190002022936,Councilman/Councilwoman,CIDINHO SAMPAIO - 55200 (PSD),55 - PSD,4350,519,1,1155,0.02,40.15
190002022937,Councilman/Councilwoman,RONALDO MOREIRA ACS - 55088 (PSD),55 - PSD,5624,1071,1,59,0.01,2.41
190002022938,Councilman/Councilwoman,ENFERMEIRA TATI - 55881 (PSD),55 - PSD,2701,814,1,56,0.02,4.64
190002022939,Councilman/Councilwoman,MICHELLE HOLANDA - 55122 (PSD),55 - PSD,1393,404,1,104,0.01,1.71
190002022940,Councilman/Councilwoman,JUNIOR DA LUCINHA - 55620 (PSD),55 - PSD,28743,1122,1,677,0.02,16.4
190002022941,Councilman/Councilwoman,MAJOR ADRIANA KUTWAK - 55190 (PSD),55 - PSD,1938,664,1,22,0.01,1.72
190002022942,Councilman/Councilwoman,KITO DA CRECHE - 55488 (PSD),55 - PSD,1582,240,1,140,0.02,5.9
190002022943,Councilman/Councilwoman,CANELA LADO A LADO - 55077 (PSD),55 - PSD,3631,354,1,970,0.02,32.24
190002022944,Councilman/Councilwoman,ANTONIA LEITE BARBOSA - 55521 (PSD),55 - PSD,9147,625,1,373,0.02,8.26
190002022945,Councilman/Councilwoman,DONATO - 55789 (PSD),55 - PSD,15149,1039,1,659,0.01,22.2
190002022946,Councilman/Councilwoman,MARCIO RIBEIRO - 55005 (PSD),55 - PSD,56770,1396,1,1119,0.03,26.83
190002022947,Councilman/Councilwoman,MARCELINHA GORGULHO - 55420 (PSD),55 - PSD,493,242,1,25,0.02,0.87
190002022948,Councilman/Councilwoman,ROCAL - 55555 (PSD),55 - PSD,15604,1257,1,861,0.03,37.11
190002022949,Councilman/Councilwoman,LUIZ RAMOS FILHO - 55019 (PSD),55 - PSD,20237,1385,1,268,0.03,9.56
190002022950,Councilman/Councilwoman,FLAVIO PATO - 55100 (PSD),55 - PSD,16388,1050,1,1229,0.02,32.8
190002022951,Councilman/Councilwoman,DOUTORA GLAUCIA ARAUJO - 55571 (PSD),55 - PSD,1628,445,1,83,0.02,4.31
190002022952,Councilman/Councilwoman,HELENA VIEIRA - 55456 (PSD),55 - PSD,28626,1234,1,1362,0.02,39.0
190002022953,Councilman/Councilwoman,SALVINO OLIVEIRA - 55255 (PSD),55 - PSD,27062,1360,1,1469,0.03,37.86
190002022954,Councilman/Councilwoman,ALEXANDRE BEÇA - 55023 (PSD),55 - PSD,6134,895,1,456,0.01,9.84
190002022955,Councilman/Councilwoman,PROFESSORA MAURÍLIA RODRIGUES - 55022 (PSD),55 - PSD,1183,399,1,80,0.02,2.49
190002022956,Councilman/Councilwoman,ROSA FERNANDES - 55000 (PSD),55 - PSD,39804,1353,1,1044,0.02,35.1
190002022957,Councilman/Councilwoman,WELLINGTON JOSÉ - 55779 (PSD),55 - PSD,7393,885,1,416,0.02,14.17
190002022958,Councilman/Councilwoman,ANA BANTIM - 55554 (PSD),55 - PSD,809,371,1,27,0.01,0.99
190002022959,Councilman/Councilwoman,ALBERTO SZAFRAN - 55444 (PSD),55 - PSD,11644,1072,1,792,0.02,14.62
190002022960,Councilman/Councilwoman,BEBETO TETRA - 55777 (PSD),55 - PSD,8125,1229,1,299,0.02,14.29
190002022961,Councilman/Councilwoman,MARCELO DINIZ - 55888 (PSD),55 - PSD,39967,1092,1,3465,0.01,75.56
190002037291,Councilman/Councilwoman,ZÉ REY - 36222 (AGIR),36 - AGIR,364,204,1,11,0.01,0.36
190002037292,Councilman/Councilwoman,JAIR FERNANDES - 36055 (AGIR),36 - AGIR,628,339,1,33,0.02,1.06
190002037293,Councilman/Councilwoman,CRISTIANO ACCIOLI - 36021 (AGIR),36 - AGIR,408,106,1,39,0.02,2.17
190002037294,Councilman/Councilwoman,ANA COPEIRA - 36101 (AGIR),36 - AGIR,81,33,1,20,0.02,0.98
190002037295,Councilman/Councilwoman,FABINHO DA FEIRA - 36789 (AGIR),36 - AGIR,7318,736,1,2422,0.02,71.66
190002037296,Councilman/Councilwoman,ALMEIDA DO PROGRESSO - 36723 (AGIR),36 - AGIR,4542,559,1,480,0.02,15.18
190002037297,Councilman/Councilwoman,DR. IRANY - 36788 (AGIR),36 - AGIR,221,156,1,6,0.02,0.48
190002037298,Councilman/Councilwoman,JONATAS MAIA - 36358 (AGIR),36 - AGIR,199,92,1,15,0.01,0.59
190002037299,Councilman/Councilwoman,OSÉIAS SANTOS - 36362 (AGIR),36 - AGIR,2944,735,1,118,0.01,7.03
190002037300,Councilman/Councilwoman,SOLANGE MACHADO - 36137 (AGIR),36 - AGIR,197,132,1,7,0.01,0.32
190002037301,Councilman/Councilwoman,DR. SÉRGIO LOPES - 36036 (AGIR),36 - AGIR,4046,611,1,373,0.01,10.92
190002037302,Councilman/Councilwoman,CLEIDE CARNEIRO - 36334 (AGIR),36 - AGIR,286,125,1,38,0.02,1.1
190002037303,Councilman/Councilwoman,PROFESSOR ROGÉRIO MARTINS - 36736 (AGIR),36 - AGIR,1403,642,1,27,0.02,1.42
190002037304,Councilman/Councilwoman,RENATA VALÉRIO - 36180 (AGIR),36 - AGIR,4,4,1,1,0.02,0.14
190002037305,Councilman/Councilwoman,DRA ROSE CABRAL - 36355 (AGIR),36 - AGIR,153,84,1,8,0.01,0.37
190002037306,Councilman/Councilwoman,PROF. GIL ARRUZO - 36255 (AGIR),36 - AGIR,157,111,1,14,0.02,0.45
190002037307,Councilman/Councilwoman,DRA. VERA REBOUÇAS - 36999 (AGIR),36 - AGIR,452,245,1,16,0.02,0.67
190002037308,Councilman/Councilwoman,ETIENE - 36007 (AGIR),36 - AGIR,24,22,1,2,0.02,0.09
190002037309,Councilman/Councilwoman,JEANE SENADIAS - 36651 (AGIR),36 - AGIR,440,151,1,56,0.01,3.75
190002037310,Councilman/Councilwoman,SILVINHO DA RAZAO - 36678 (AGIR),36 - AGIR,4126,488,1,1092,0.02,23.43
190002037311,Councilman/Councilwoman,ANDRE MANINHO - 36200 (AGIR),36 - AGIR,751,395,1,16,0.01,1.78
190002037312,Councilman/Councilwoman,ADRIANO BERNARDO - 36123 (AGIR),36 - AGIR,782,343,1,83,0.02,3.18
190002037313,Councilman/Councilwoman,DR. FERNANDO SOARES - 36106 (AGIR),36 - AGIR,270,203,1,7,0.02,0.35
190002037314,Councilman/Councilwoman,MARCOS PATO - 36386 (AGIR),36 - AGIR,457,143,1,37,0.02,1.58
190002037315,Councilman/Councilwoman,PROFESSORA MÁRCIA MARTINS - 36301 (AGIR),36 - AGIR,468,288,1,22,0.01,1.17
190002037317,Councilman/Councilwoman,MARCELO TCHELO - 36136 (AGIR),36 - AGIR,855,197,1,82,0.01,4.34
190002037318,Councilman/Councilwoman,DR. FABIO DE OLIVEIRA - 36402 (AGIR),36 - AGIR,538,131,1,106,0.02,2.3
190002037319,Councilman/Councilwoman,CRISTIANE FRANCO - 36331 (AGIR),36 - AGIR,65,42,1,4,0.02,0.41
190002037320,Councilman/Councilwoman,MÁRCIO VIEIRA - 36444 (AGIR),36 - AGIR,1769,303,1,97,0.02,7.01
190002037321,Councilman/Councilwoman,CLAUDIA LOYAL - 36122 (AGIR),36 - AGIR,337,152,1,19,0.01,0.76
190002037322,Councilman/Councilwoman,FERREIRA - 36100 (AGIR),36 - AGIR,232,137,1,20,0.01,0.47
190002037323,Councilman/Councilwoman,DEL - 36555 (AGIR),36 - AGIR,844,288,1,80,0.01,2.26
190002037324,Councilman/Councilwoman,RODRIGO JJ - 36001 (AGIR),36 - AGIR,688,231,1,102,0.01,4.48
190002037325,Councilman/Councilwoman,MARILEA DA SAÚDE - 36666 (AGIR),36 - AGIR,467,236,1,18,0.01,0.8
190002037326,Councilman/Councilwoman,ADRIANA SETUBAL - 36065 (AGIR),36 - AGIR,81,59,1,4,0.01,0.25
190002037327,Councilman/Councilwoman,JOSIMILSON SANTOS - 36456 (AGIR),36 - AGIR,1074,414,1,31,0.01,1.22
190002037328,Councilman/Councilwoman,ARTHUR CID JUNIOR - 36888 (AGIR),36 - AGIR,3762,470,1,351,0.01,16.63
190002037329,Councilman/Councilwoman,ANDRÉ BALBINA - 36033 (AGIR),36 - AGIR,2179,704,1,52,0.01,2.97
190002037330,Councilman/Councilwoman,ACHILLES MARTINS - 36333 (AGIR),36 - AGIR,439,287,1,9,0.01,0.96
190002037331,Councilman/Councilwoman,ALVARINHO RC - 36023 (AGIR),36 - AGIR,628,188,1,79,0.01,1.47
190002037332,Councilman/Councilwoman,SERGIO BESSA - 36777 (AGIR),36 - AGIR,311,151,1,19,0.02,0.96
190002037333,Councilman/Councilwoman,MARCELO ARAR - 36000 (AGIR),36 - AGIR,8222,1206,1,185,0.01,3.85
190002037335,Councilman/Councilwoman,VANDA MARQUES - 36780 (AGIR),36 - AGIR,14,11,1,4,0.02,0.12
190002037336,Councilman/Councilwoman,JESUS - 36111 (AGIR),36 - AGIR,106,68,1,8,0.01,0.76
190002037337,Councilman/Councilwoman,VLADIMIR PAIVA - 36500 (AGIR),36 - AGIR,565,257,1,54,0.02,1.65
190002037338,Councilman/Councilwoman,NEY DA S.O.S - 36052 (AGIR),36 - AGIR,12,12,1,1,0.02,0.08
190002133402,Councilman/Councilwoman,UBIRATAN O BIRA - 70357 (AVANTE),70 - AVANTE,173,104,1,9,0.02,0.3
190002133403,Councilman/Councilwoman,ANDERSON DO ANTRAN - 70234 (AVANTE),70 - AVANTE,61,38,1,9,0.02,0.46
190002133404,Councilman/Councilwoman,FABINHO DO RH - 70999 (AVANTE),70 - AVANTE,302,193,1,29,0.01,0.92
190002133405,Councilman/Councilwoman,JOAO PAULO CAVALCANTE - 70600 (AVANTE),70 - AVANTE,296,78,1,58,0.02,3.67
190002133406,Councilman/Councilwoman,RICARDO MARATONA - 70654 (AVANTE),70 - AVANTE,110,46,1,21,0.02,0.89
190002133408,Councilman/Councilwoman,SARGENTO RENATA - 70190 (AVANTE),70 - AVANTE,225,166,1,7,0.01,0.34
190002133409,Councilman/Councilwoman,VIVIEANE CARIELLO - 70777 (AVANTE),70 - AVANTE,424,210,1,30,0.02,1.12
190002133410,Councilman/Councilwoman,RAFAEL BENEGÃO - 70567 (AVANTE),70 - AVANTE,85,54,1,16,0.02,0.35
190002133411,Councilman/Councilwoman,RICARDO LADEIRA - 70258 (AVANTE),70 - AVANTE,158,92,1,9,0.02,0.53
190002133412,Councilman/Councilwoman,BISPO PEDRO - 70237 (AVANTE),70 - AVANTE,513,93,1,92,0.02,1.88
190002133413,Councilman/Councilwoman,PADRINHO E VOCÊ - 70767 (AVANTE),70 - AVANTE,16,16,1,1,0.02,0.12
190002133414,Councilman/Councilwoman,TUNICO O AMIGO DO POVO - 70051 (AVANTE),70 - AVANTE,1021,234,1,162,0.02,7.69
190002133415,Councilman/Councilwoman,MONIKA KRUZ - 70170 (AVANTE),70 - AVANTE,49,29,1,10,0.02,0.52
190002133416,Councilman/Councilwoman,SR VERALDO - 70100 (AVANTE),70 - AVANTE,436,212,1,35,0.02,1.5
190002133417,Councilman/Councilwoman,FOCA A VOZ  DOS RENAIS - 70954 (AVANTE),70 - AVANTE,175,112,1,8,0.01,0.46
190002133418,Councilman/Councilwoman,TIA LU DO TRANSPORTE - 70246 (AVANTE),70 - AVANTE,362,128,1,30,0.01,1.59
190002133419,Councilman/Councilwoman,JULINHO MDF - 70178 (AVANTE),70 - AVANTE,212,68,1,36,0.02,3.17
190002133420,Councilman/Councilwoman,HENRIQUE RATINHO - 70177 (AVANTE),70 - AVANTE,583,156,1,57,0.02,1.89
190002133421,Councilman/Councilwoman,FOGUEIRA - 70318 (AVANTE),70 - AVANTE,209,62,1,54,0.02,1.57
190002133422,Councilman/Councilwoman,WASHINGTON JORGE DO FLAMENGO - 70001 (AVANTE),70 - AVANTE,130,98,1,7,0.01,0.2
190002133423,Councilman/Councilwoman,FLAVIO BERNARDES - 70974 (AVANTE),70 - AVANTE,108,76,1,10,0.01,0.34
190002133424,Councilman/Councilwoman,VALQUIRIA ELETRICISTA - 70952 (AVANTE),70 - AVANTE,308,110,1,74,0.02,3.02
190002133425,Councilman/Councilwoman,KIANNY DAFÉ - 70222 (AVANTE),70 - AVANTE,492,229,1,25,0.01,0.85
190002133426,Councilman/Councilwoman,PROFESSORA MELISSA MACINTYRE - 70008 (AVANTE),70 - AVANTE,117,72,1,10,0.02,0.44
190002133427,Councilman/Councilwoman,SIMONE CLARA - 70233 (AVANTE),70 - AVANTE,481,261,1,22,0.02,0.83
190002133428,Councilman/Councilwoman,RODOLFO BARROS - 70022 (AVANTE),70 - AVANTE,266,137,1,35,0.01,1.59
190002133429,Councilman/Councilwoman,MARCELINHO - 70098 (AVANTE),70 - AVANTE,2,2,1,1,0.03,0.07
190002133430,Councilman/Councilwoman,ANDRE MENDES - 70150 (AVANTE),70 - AVANTE,335,249,1,6,0.01,0.42
190002133431,Councilman/Councilwoman,FLAVIO GANEM - 70000 (AVANTE),70 - AVANTE,17526,1420,1,57,0.05,2.12
190002133432,Councilman/Councilwoman,JORGE EDSON - 70444 (AVANTE),70 - AVANTE,155,81,1,13,0.01,0.91
190002133433,Councilman/Councilwoman,MARQUINHO DA GRANITO - 70077 (AVANTE),70 - AVANTE,208,89,1,31,0.02,1.5
190002133436,Councilman/Councilwoman,GISELE LANCATES - 70700 (AVANTE),70 - AVANTE,446,183,1,35,0.01,1.55
190002133437,Councilman/Councilwoman,NALDINHO PIPAS - 70333 (AVANTE),70 - AVANTE,1025,328,1,75,0.02,2.96
190002133438,Councilman/Councilwoman,PAULO CECILIANO - 70123 (AVANTE),70 - AVANTE,403,234,1,52,0.01,0.79
190002133439,Councilman/Councilwoman,DANIELLE SANTOS - 70057 (AVANTE),70 - AVANTE,152,88,1,17,0.02,0.88
190002133440,Councilman/Councilwoman,GONÇALO LEONCIO - 70756 (AVANTE),70 - AVANTE,119,55,1,22,0.01,1.16
190002133441,Councilman/Councilwoman,ANDRE LUIZ TAVARES DOS SANTOS - 70911 (AVANTE),70 - AVANTE,171,119,1,6,0.01,0.29
190002133442,Councilman/Councilwoman,JEREMIAS - 70711 (AVANTE),70 - AVANTE,240,85,1,51,0.01,1.43
190002133443,Councilman/Councilwoman,STIVES DA VAN - 70230 (AVANTE),70 - AVANTE,367,248,1,8,0.02,0.96
190002133444,Councilman/Councilwoman,ROBSON FARIA - 70031 (AVANTE),70 - AVANTE,204,84,1,33,0.02,1.39
190002133445,Councilman/Councilwoman,ROGER AMORIM - 70833 (AVANTE),70 - AVANTE,548,234,1,33,0.01,1.32
190002133446,Councilman/Councilwoman,PASTOR HILDON  BARBOSA - 70665 (AVANTE),70 - AVANTE,878,159,1,148,0.01,7.07
190002133447,Councilman/Councilwoman,LUCIO DUARTE - 70321 (AVANTE),70 - AVANTE,663,153,1,81,0.01,2.9
190002133448,Councilman/Councilwoman,CAÇULINHA O AMIGO DO RIO - 70555 (AVANTE),70 - AVANTE,149,93,1,7,0.02,0.27
190002133449,Councilman/Councilwoman,BRUNA RUBIM - 70737 (AVANTE),70 - AVANTE,65,33,1,11,0.02,0.73
190002133450,Councilman/Councilwoman,FLAVIA BRAZ - 70007 (AVANTE),70 - AVANTE,574,113,1,66,0.02,2.33
190002133451,Councilman/Councilwoman,RENATO STAVALE - 70404 (AVANTE),70 - AVANTE,101,71,1,4,0.02,0.27
190002133452,Councilman/Councilwoman,ALCA MOURA - 70888 (AVANTE),70 - AVANTE,409,242,1,21,0.01,0.63
190002133453,Councilman/Councilwoman,ANDINHO DJ - 70615 (AVANTE),70 - AVANTE,820,156,1,343,0.02,7.96
190002134262,Councilman/Councilwoman,CAMILA PEÇANHA - 13137 (PT),13 - PT,304,177,1,16,0.01,0.7
190002134263,Councilman/Councilwoman,TIAGO SANTANA - 13021 (PT),13 - PT,8763,1237,1,180,0.02,5.8
190002134264,Councilman/Councilwoman,LUCIANA NERY - 13969 (PT),13 - PT,117,77,1,11,0.02,0.33
190002134265,Councilman/Councilwoman,LUCIANA NOVAES - 13535 (PT),13 - PT,11994,1371,1,52,0.03,2.46
190002134266,Councilman/Councilwoman,DANI NUNES - 13031 (PT),13 - PT,697,389,1,48,0.02,1.12
190002134267,Councilman/Councilwoman,RAFAELA ALBERGARIA - 65000 (PC do B),65 - PC do B,4546,1120,1,47,0.02,1.07
190002134268,Councilman/Councilwoman,GILBERTO PALMARES - 13455 (PT),13 - PT,6664,1176,1,118,0.02,6.52
190002134269,Councilman/Councilwoman,MILTÃO SANTOS - 13738 (PT),13 - PT,213,87,1,48,0.01,2.4
190002134270,Councilman/Councilwoman,CLATIA VIEIRA - 13456 (PT),13 - PT,1254,477,1,124,0.02,4.68
190002134271,Councilman/Councilwoman,DR LOBÃO - 13444 (PT),13 - PT,296,205,1,7,0.01,0.51
190002134272,Councilman/Councilwoman,FELIPE PIRES - 13620 (PT),13 - PT,15136,1339,1,536,0.02,13.08
190002134273,Councilman/Councilwoman,MAÍRA DO MST - 13713 (PT),13 - PT,14667,1289,1,173,0.02,4.06
190002134274,Councilman/Councilwoman,EDUARDO COELHO - 13133 (PT),13 - PT,241,193,1,5,0.01,0.27
190002134275,Councilman/Councilwoman,LICO - 13065 (PT),13 - PT,111,37,1,49,0.02,1.48
190002134276,Councilman/Councilwoman,DJ BRANDON LEE - 13091 (PT),13 - PT,53,30,1,10,0.02,0.46
190002134277,Councilman/Councilwoman,LEONEL DE ESQUERDA - 13012 (PT),13 - PT,13325,1392,1,156,0.03,6.62
190002134278,Councilman/Councilwoman,JUNIOR MANGUEIRA - 13131 (PT),13 - PT,7677,879,1,1091,0.02,28.19
190002134279,Councilman/Councilwoman,ENFERMEIRA LÍBIA - 13100 (PT),13 - PT,2053,904,1,34,0.02,6.16
190002134280,Councilman/Councilwoman,EDSON SANTOS - 13222 (PT),13 - PT,5639,1243,1,54,0.02,2.34
190002134281,Councilman/Councilwoman,DR RUBINHO DA DIVINEIA - 13422 (PT),13 - PT,107,58,1,12,0.02,0.59
190002134282,Councilman/Councilwoman,ALEX LIMA - 13500 (PT),13 - PT,409,169,1,45,0.01,1.01
190002134283,Councilman/Councilwoman,JP FARELLI - 13013 (PT),13 - PT,943,415,1,241,0.01,3.65
190002134284,Councilman/Councilwoman,COLETIVA MARACAJÁ ROSAPOTIGUAR - 13313 (PT),13 - PT,462,190,1,20,0.01,0.65
190002134285,Councilman/Councilwoman,PAULO GANGA - 13111 (PT),13 - PT,180,142,1,5,0.02,0.23
190002134286,Councilman/Councilwoman,RODRIGO MONDEGO - 13000 (PT),13 - PT,4992,1159,1,55,0.02,1.56
190002134287,Councilman/Councilwoman,SANDRÃO DA CUT - 13123 (PT),13 - PT,3844,1072,1,31,0.02,1.55
190002134288,Councilman/Councilwoman,ALVARO AMÉRICO - 13315 (PT),13 - PT,73,50,1,5,0.01,0.28
190002134289,Councilman/Councilwoman,TAINÁ DE PAULA - 13777 (PT),13 - PT,49986,1425,1,312,0.04,10.41
190002134290,Councilman/Councilwoman,EDILENE DAS MATAS FECHADAS - 13999 (PT),13 - PT,99,70,1,5,0.01,0.37
190002134291,Councilman/Councilwoman,FABIANO CARNEVALE - 43001 (PV),43 - PV,1105,446,1,16,0.02,1.15
190002134292,Councilman/Councilwoman,ADRIANA VALENTE - 13613 (PT),13 - PT,1115,444,1,108,0.01,3.06
190002134293,Councilman/Councilwoman,ADELSON GUEDES - 13011 (PT),13 - PT,1568,282,1,223,0.01,5.25
190002134294,Councilman/Councilwoman,NIQUINHO - 13860 (PT),13 - PT,8842,809,1,1320,0.02,31.63
190002134295,Councilman/Councilwoman,PROFESSOR RAPHAEL - 13397 (PT),13 - PT,204,162,1,6,0.01,0.23
190002134296,Councilman/Councilwoman,MÃE DAYSE - 13029 (PT),13 - PT,140,74,1,28,0.02,2.15
190002134297,Councilman/Councilwoman,AMELIA LEAL - 13952 (PT),13 - PT,137,107,1,3,0.02,0.82
190002134298,Councilman/Councilwoman,PROFESSORA FÁTIMA LIMA - 13113 (PT),13 - PT,4940,1079,1,38,0.01,1.92
190002134299,Councilman/Councilwoman,MÔNICA FRANCISCO - 13888 (PT),13 - PT,6965,1172,1,153,0.02,3.7
190002134300,Councilman/Councilwoman,INDIANARAE SIQUEIRA - 13169 (PT),13 - PT,1765,756,1,37,0.02,1.27
190002134301,Councilman/Councilwoman,ROBSON DUARTE - 13474 (PT),13 - PT,7960,474,1,1451,0.02,31.54
190002134302,Councilman/Councilwoman,ROBERTO MONTEIRO - 65123 (PC do B),65 - PC do B,6574,1262,1,166,0.02,3.72
190002134303,Councilman/Councilwoman,ANA CLÁUDIA - 13007 (PT),13 - PT,247,127,1,87,0.02,1.95
190002134304,Councilman/Councilwoman,BARBARA BARROS - 13513 (PT),13 - PT,1187,548,1,41,0.01,1.37
190002134305,Councilman/Councilwoman,EDUARDO PIPITO - 13318 (PT),13 - PT,205,79,1,23,0.02,0.78
190002134306,Councilman/Councilwoman,DR MARCOS PAULO - 13555 (PT),13 - PT,8000,1297,1,49,0.02,1.72
190002134307,Councilman/Councilwoman,CAMILA MORADIA - 13578 (PT),13 - PT,2724,669,1,125,0.01,4.2
190002134308,Councilman/Councilwoman,EMILIA AMOÊDO - 13597 (PT),13 - PT,177,88,1,18,0.02,0.39
190002134309,Councilman/Councilwoman,RODRIGO D OLIVEIRA - 13333 (PT),13 - PT,770,355,1,45,0.01,1.35
190002134310,Councilman/Councilwoman,MARCIO SANTOS - 43111 (PV),43 - PV,21122,1111,1,888,0.01,25.84
190002134311,Councilman/Councilwoman,PROFESSORA TÂNIA MARA - 43333 (PV),43 - PV,532,333,1,6,0.02,0.56
190002135108,Mayor,JULIETE PANTOJA - 80 (UP),80 - UP,6828,1333,1,30,0.02,1.34
190002135253,Mayor,EDUARDO PAES - 55 (PSD),55 - PSD,1861856,1432,73,4670,34.27,81.47
190002135692,Mayor,RODRIGO AMORIM - 44 (UNIÃO),44 - UNIÃO,34117,1414,1,141,0.05,4.29
190002142403,Councilman/Councilwoman,RENAN DO MLB - 80123 (UP),80 - UP,646,419,1,11,0.02,0.58
190002142404,Councilman/Councilwoman,GIOVANNA ALMEIDA - 80000 (UP),80 - UP,3624,1095,1,21,0.02,0.76
190002142405,Councilman/Councilwoman,JOÃO HERBELLA - 80800 (UP),80 - UP,556,340,1,11,0.01,0.71
190002142406,Councilman/Councilwoman,MONIQUE ZUMA - 80180 (UP),80 - UP,1395,666,1,14,0.02,0.82
190002142524,Councilman/Councilwoman,FABIO CURINI - 50300 (PSOL),50 - PSOL,46,37,1,3,0.02,0.15
190002142525,Councilman/Councilwoman,BABU SANTANA - 50050 (PSOL),50 - PSOL,5305,1182,1,176,0.02,3.71
190002142526,Councilman/Councilwoman,PAI DARIO - 50077 (PSOL),50 - PSOL,4942,1190,1,80,0.02,5.52
190002142527,Councilman/Councilwoman,EMANUEL ALENCAR - 50100 (PSOL),50 - PSOL,8928,1028,1,104,0.02,2.84
190002142528,Councilman/Councilwoman,HELOÍSA HELENA - 18123 (REDE),18 - REDE,11971,1278,1,119,0.01,3.28
190002142529,Councilman/Councilwoman,PATRÍCIA FELIX - 50800 (PSOL),50 - PSOL,2658,811,1,41,0.02,1.43
190002142530,Councilman/Councilwoman,LENNYN CASTELLO BRANCO - 50157 (PSOL),50 - PSOL,21,17,1,4,0.02,0.17
190002142531,Councilman/Councilwoman,CLARICE CHACON - 50000 (PSOL),50 - PSOL,13787,1303,1,154,0.02,3.25
190002142532,Councilman/Councilwoman,GISELE BARROS - 50321 (PSOL),50 - PSOL,280,212,1,5,0.01,0.4
190002142533,Councilman/Councilwoman,PROF FLAVIO - 50789 (PSOL),50 - PSOL,251,184,1,7,0.01,0.36
190002142534,Councilman/Councilwoman,RICK AZEVEDO - 50444 (PSOL),50 - PSOL,29364,1423,1,105,0.05,3.65
190002142535,Councilman/Councilwoman,ANDRÉ TENREIRO - 50250 (PSOL),50 - PSOL,379,258,1,6,0.02,0.79
190002142536,Councilman/Councilwoman,MONICA BENICIO - 50123 (PSOL),50 - PSOL,25382,1408,1,169,0.03,4.26
190002142537,Councilman/Councilwoman,WILLIAM SIRI - 50222 (PSOL),50 - PSOL,19872,1351,1,240,0.03,10.23
190002142538,Councilman/Councilwoman,LUIZ PILOTO - 50457 (PSOL),50 - PSOL,208,130,1,35,0.02,2.44
190002142539,Councilman/Councilwoman,ALAN RODRIGUES - 50455 (PSOL),50 - PSOL,214,156,1,20,0.01,0.82
190002142540,Councilman/Councilwoman,ALEXANDREZONANORTE - 50888 (PSOL),50 - PSOL,503,304,1,16,0.01,0.66
190002142541,Councilman/Councilwoman,EUZEBIO O MELHOR DA AUAU - 50124 (PSOL),50 - PSOL,123,95,1,7,0.01,0.2
190002142542,Councilman/Councilwoman,LUCIANA BOITEUX - 50180 (PSOL),50 - PSOL,16797,1321,1,160,0.02,3.61
190002142543,Councilman/Councilwoman,MONICA CUNHA - 50007 (PSOL),50 - PSOL,8335,1237,1,77,0.02,2.02
190002142544,Councilman/Councilwoman,MARIA DOS CAMELÔS - 50014 (PSOL),50 - PSOL,1612,624,1,27,0.02,1.7
190002142545,Councilman/Councilwoman,THAIS FERREIRA - 50010 (PSOL),50 - PSOL,17206,1377,1,113,0.03,2.84
190002142546,Councilman/Councilwoman,ELZA RIBEIRO - 50757 (PSOL),50 - PSOL,378,245,1,6,0.02,0.35
190002142547,Councilman/Councilwoman,FÉLIX LEITE - 50555 (PSOL),50 - PSOL,266,227,1,9,0.01,0.39
190002142548,Councilman/Councilwoman,DR ARILDO JUNIOR - 50200 (PSOL),50 - PSOL,149,119,1,13,0.02,0.5
190002142549,Councilman/Councilwoman,GUSTAVO BUENO - 50001 (PSOL),50 - PSOL,463,282,1,10,0.02,0.64
190002142550,Councilman/Councilwoman,SOUZA - 50020 (PSOL),50 - PSOL,149,85,1,18,0.02,1.32
190002142551,Councilman/Councilwoman,WAGUINHO - 18024 (REDE),18 - REDE,231,81,1,66,0.01,1.61
